title,just_watch_full_path,type,imdb_score,imdb_id,streaming_source,streaming_link,poster_url,youtube_link_ids,cast,rating,genres,runtime,director,synopsis
Jurassic World: Camp Cretaceous,/sg/tv-show/jurassic-world-camp-cretaceous,SHOW,7.5,tt10436228,Netflix,http://www.netflix.com/title/81009646,/poster/243598038/{profile}/jurassic-world-camp-cretaceous.{format},"['bDLKclq8gkQ', 'CRTIrK3Kku8', 'sJ6OM7FdjcI', 'TKJwbsx1BSc']","[['Jameela Jamil', 'Roxie (voice)'], ['Glen Powell', 'Dave (voice)'], ['Ryan Potter', 'Kenji Kon (voice)'], ['Raini Rodriguez', 'Sammy Gutierrez (voice)'], ['Paul-Mikél Williams', 'Darius Bowman (voice)'], ['Kausar Mohammed', ""Yasmina 'Yaz' Fadoula (voice)""], ['Sean Giambrone', 'Ben Pincus (voice)'], ['Jenna Ortega', 'Brooklynn (voice)']]",87%  7.5 (8k),"Action & Adventure , Kids & Family , Science-Fiction , Animation",24min,,Six teens attending an adventure camp on the opposite side of Isla Nublar must band together to survive when dinosaurs wreak havoc on the island.
The Witcher,/sg/tv-show/the-witcher,SHOW,8.2,tt5180504,Netflix,http://www.netflix.com/title/80189685,/poster/158409405/{profile}/the-witcher.{format},"['eb90gqGYP9c', 'HnvSLMbctL4', '8LiD3i9DS_c', 'AZDPuYeQQNM']","[['Henry Cavill', 'Geralt of Rivia'], ['Anya Chalotra', 'Yennefer of Vengerberg'], ['Freya Allan', 'Princess Cirilla of Cintra'], ['Mimi Ndiweni', 'Fringilla Vigo']]",91%  8.2 (474k),"Science-Fiction , Drama , Action & Adventure , Fantasy , Horror",58min,,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts."
Alba,/sg/tv-show/alba,SHOW,6.4,tt12446242,Netflix,http://www.netflix.com/title/81423382,/poster/292997814/{profile}/alba.{format},['Ux2_g0c_8oE'],"[['Elena Rivera', 'Alba'], ['Adriana Ozores', 'Mercedes'], ['Álvaro Rico', 'Jacobo Entrerríos'], ['Tito Valverde', 'Víctor Entrerríos'], ['Pol Hermoso', 'Rubén Entrerríos'], ['Eric Masip', 'Bruno'], ['Jason Fernández', 'Hugo']]",75%  6.4 (1k),Drama,50min,,A chain of events is kickstarted when a young girl is gang-raped by four boys.
Yu Yu Hakusho,/sg/tv-show/yu-yu-hakusho,SHOW,8.4,tt0185133,Netflix,http://www.netflix.com/title/81005375,/poster/246950767/{profile}/yu-yu-hakusho.{format},"['AtjinyUUh6w', 'eHf0-CHdQCo']","[['Nozomu Sasaki', 'Yūsuke Urameshi (voice)'], ['Shigeru Chiba', 'Kazuma Kuwabara (voice)'], ['Megumi Ogata', 'Kurama/Shūichi Minamino (voice)'], ['Nobuyuki Hiyama', 'Hiei (voice)'], ['Yuri Amano', 'Keiko Yukimura (voice)'], ['Hisako Kyoda', 'Genkai (voice)'], ['Mayumi Tanaka', 'Koenma (voice)'], ['Ai Orikasa', 'Shizuru Kuwabara (voice)']]",94%  8.4 (13k),"Action & Adventure , Science-Fiction , Fantasy , Romance , Animation , Comedy , Drama",24min,Noriyuki Abe,"One day, 14-year-old Yusuke Urameshi suddenly finds himself dead, having died pushing a child out of the way of oncoming traffic. Since he has such a bad personality, even the Spirit World was caught by surprise that he would sacrifice himself. Yusuke soon finds out he wasn't supposed to die and has a chance for resurrection and bringing his body back to life. After being resurrected, Yusuke becomes a Spirit Detective, along with his comrades, and one adventure after another happens, whether it be an investigation or a fighting tournament."
The Umbrella Academy,/sg/tv-show/the-umbrella-academy,SHOW,7.9,tt1312171,Netflix,http://www.netflix.com/title/80186863,/poster/138985085/{profile}/the-umbrella-academy.{format},"['0DAmWHxeoKw', 'JlVBzUlkKEo', 'ZbRbzQEeq9I']","[['Tom Hopper', 'Luther Hargreeves'], ['Emmy Raver-Lampman', 'Allison Hargreeves'], ['Robert Sheehan', 'Klaus Hargreeves'], ['David Castañeda', 'Diego Hargreeves'], ['Elliot Page', 'Viktor Hargreeves'], ['Aidan Gallagher', 'Number Five'], ['Justin H. Min', 'Ben Hargreeves'], ['Ritu Arya', 'Lila Pitts'], ['Colm Feore', 'Sir Reginald Hargreeves'], ['Génesis Rodríguez', 'Sloane Hargreeves']]",92%  7.9 (236k),"Comedy , Drama , Fantasy , Science-Fiction , Action & Adventure",50min,,"A family of former child heroes, now grown apart, must reunite to continue to protect the world."
The IT Crowd,/sg/tv-show/the-it-crowd,SHOW,8.5,tt0487831,Netflix,http://www.netflix.com/title/70140450,/poster/185226266/{profile}/the-it-crowd.{format},"['TzMCjcVzPcM', 'MwwTfkXk7U0']","[[""Chris O'Dowd"", 'Roy Trenneman'], ['Richard Ayoade', 'Maurice Moss'], ['Katherine Parkinson', 'Jen Barber'], ['Chris Morris', 'Denholm Reynholm'], ['Matt Berry', 'Douglas Reynholm']]",90%  8.5 (150k),"Comedy , Made in Europe",25min,,"Two I.T. nerds and their clueless female manager, who work in the basement of a very successful company. When they are called on for help, they are never treated with any respect at all."
Don't Look Up,/sg/movie/dont-look-up,MOVIE,7.2,tt11286314,Netflix,http://www.netflix.com/title/81252357,/poster/258080087/{profile}/dont-look-up.{format},"['RbIxYm3mKzI', 'SL9aJcqrtnw', 'Op_v2PHDn-0']","[['Jennifer Lawrence', 'Kate Dibiasky'], ['Leonardo DiCaprio', 'Dr. Randall Mindy'], ['Meryl Streep', 'President Orlean'], ['Rob Morgan', 'Dr. Teddy Oglethorpe'], ['Jonah Hill', 'Jason Orlean'], ['Cate Blanchett', 'Brie Evantee'], ['Mark Rylance', 'Peter Isherwell'], ['Tyler Perry', 'Jack Bremmer'], ['Timothée Chalamet', 'Yule'], ['Ron Perlman', 'Benedict Drask'], ['Ariana Grande', 'Riley Bina'], ['Kid Cudi', 'DJ Chello'], ['Himesh Patel', 'Phillip'], ['Melanie Lynskey', 'June Mindy'], ['Michael Chiklis', 'Dan Pawketty'], ['Tomer Sisley', 'Adul Grelio'], ['Paul Guilfoyle', 'General Themes'], ['Robert Joy', 'Congressman Tenant'], ['Jack Alberts', 'Oliver'], ['Ting Lik', 'Win'], ['Lance A. Williams', 'Daniel'], ['Shimali de Silva', 'Nisha'], ['Hettienne Park', 'Dr. Calder'], ['Rafael Silva', 'Nasa Scientist'], ['Lonnie Farmer', 'Old Aide #1'], ['Homa Sarabi Daunis', 'White House Office Worker'], ['Barbara Douglass', 'Office Worker'], ['Rena Maliszewski', 'Anchor Reporting On Colon'], ['Robert Hurst Radochia', 'Evan Mindy'], ['Conor Sweeney', 'Marshall Mindy'], ['Ross Partridge', 'Keith Ollens'], ['Richard Donelly', 'Old Aide #2'], ['Liev Schreiber', 'Bash Narrator (voice)'], ['Samsara Yett', 'Isherwell Child Aide'], ['Meara Mahoney-Gross', 'Isherwell Child Aide'], ['Jaden Onwuakor', 'Isherwell Child Aide'], ['Staci Roberts', 'Linda Dicalio'], ['Wendy Bellevue', 'Isherwell Child Handler'], ['Mishka Yarovoy', 'Executive'], ['Chris Everett', 'Chief Editor Paula Woods'], ['Annette Miller', 'Mrs. Tanken'], ['Stephen Thorne', 'Benjamin'], ['Aimee Doherty', 'Passerby'], ['Natalie Rebenkoff', 'Talent PA'], ['Gary Tanguay', 'News Anchor #2'], ['Georgia Lyman', 'Groomer Thalia'], ['Patricia DeHaney', 'Hair Person'], ['Ben Sidell', 'Stage Manager'], ['Therese Plaehn', 'Autopsy Editor In Charge'], ['Omar Ghonim', 'Damian'], [""Jody O'Neil"", 'Stage Manager #2'], ['Meghan Leathers', 'Media Quant'], ['Ashleigh Banfield', 'Dalia Hensfield'], ['Sarah Silverman', 'Sarah Benterman'], ['Richard Snee', 'Senator Lerner'], ['Darryl Wooten', 'FBI Agent'], ['Danielle Waxman', 'College Girl'], ['Jeffrey Smith', 'Blind Man FBI Agent'], ['Jon Glaser', 'Meow Man'], ['Dorothy Dwyer', 'Old Tough Lady'], ['Odis Spencer Jr.', 'Chief Justice'], ['Chris Evans', 'Devin Peters (uncredited)'], ['Lewis D. Wheeler', 'Mission Coordinator'], ['Zach Holmes', '#LaunchChallenge MeTuber (uncredited)'], ['Caroline Bergwall', 'Teen Girl Friend']]",80%  7.2 (519k),"Science-Fiction , Comedy , Drama",2h 18min,Adam McKay,Two American astronomers attempt to warn humankind about an approaching comet that will wipe out life on planet Earth.
Hustle,/sg/movie/hustle,MOVIE,7.3,tt8009428,Netflix,http://www.netflix.com/title/80242342,/poster/283881461/{profile}/hustle.{format},"['nM4iy0reaCA', 'CawbuuGONwo', '9dueaC-thEA', 'Oyl40PC-dQ8']","[['Adam Sandler', 'Stanley Sugerman'], ['Queen Latifah', 'Teresa Sugerman'], ['Juancho Hernangómez', 'Bo Cruz'], ['Robert Duvall', 'Rex Merrick'], ['Ben Foster', 'Vince Merrick'], ['Heidi Gardner', 'Kat Merrick'], ['Kenny Smith', 'Leon'], ['Anthony Edwards', 'Kermit Wilts'], ['Jordan Hull', 'Alex Sugerman'], ['María Botto', 'Paola'], ['Ainhoa Pillet', 'Lucia'], ['Raúl Castillo', 'Oscar Morales'], ['Jaleel White', 'Blake - VP of Player Personnel'], ['Elvin Rodriguez', 'Mr. Everything'], ['Moe Wagner', 'Haas'], ['Boban Marjanović', 'Big Serbian - Dimitri Jovanovic'], ['Michael Foster', 'Zeke Washington'], ['Julius Erving', 'Himself'], ['Matisse Thybulle', 'Himself'], ['Tobias Harris', 'Himself'], ['Kyle Lowry', 'Himself'], ['Tyrese Maxey', 'Himself'], ['Seth Curry', 'Himself'], [""Glenn 'Doc' Rivers"", 'Himself'], ['Dirk Nowitzki', 'Himself'], ['Brad Stevens', 'Himself'], ['Jay Wright', 'Himself'], ['Jordan Clarkson', 'Himself'], ['Trae Young', 'Himself'], ['Aaron Gordon', 'Himself'], ['Mark Jackson', 'Himself'], ['Allen Iverson', 'Himself'], ['Luka Dončić', 'Himself'], ['Tim Young', 'Himself'], ['Fat Joe', 'Himself'], ['Mike James', 'Himself'], ['Leandro Barbosa', 'Himself'], ['James Goldstein', 'Himself'], ['Aaron Owens', 'Himself'], ['Lonnie Harrell', 'Himself'], ['Larry Williams', 'Himself'], ['Waliyy Dixon', 'Himself'], ['Grayson Boucher', 'Himself'], ['Ty Tanner', 'Himself'], ['Chris Matthews', 'Himself'], ['Mark Cuban', 'Himself'], ['Bill Duffy', 'Himself'], ['Jeff Schwartz', 'Himself'], ['Pat Croce', 'Himself'], ['Maurice Cheeks', 'Himself'], ['Kristine Leahy', 'Himself'], ['Aaron McKie', 'Himself'], ['Howard Wood', 'Himself'], ['Fran Fraschilla', 'Himself'], ['Khris Middleton', 'Himself'], ['Greg St. Jean', 'Himself'], ['Lonnie Cooper', 'Himself'], ['Dan Patrick', 'Himself'], ['Beanie Sigel', 'Himself'], ['Torrel Harris Sr.', 'Himself'], ['Torrel Harris Jr.', 'Himself'], ['Tierra Whack', 'Herself'], ['Freeway', 'Himself'], ['Charles Barkley', 'Himself'], [""Shaquille O'Neal"", 'Himself'], ['Ernie Johnson', 'Himself'], ['Sergio Scariolo', 'Himself'], ['José Calderón', 'Himself'], ['Willy Hernangómez', 'Himself'], ['Felipe Reyes', 'Himself'], ['Àlex Abrines', 'Himself'], ['Pierre Oriola', 'Himself'], ['Jason Filippi', 'Himself'], ['Igor Ormazabal', 'Himself'], ['Peter Vecsey', 'Himself'], ['Bobby Verdun', 'Himself'], ['Dell Demps', 'Dell - Asst. Coach Philadelphia 76ers'], ['Billy King', '76ers General Manager'], ['Joseph Vecsey', 'Assistant General Manager'], ['Peter Dominguez', 'Asst. Coach Philadelphia 76ers'], ['Dave Joerger', 'Asst. Coach Philadelphia 76ers'], ['Christian Crosby', 'Executive Assistant']]",86%  7.3 (95k),"Sport , Comedy , Drama",1h 57min,Jeremiah Zagar,A basketball scout discovers a phenomenal street ball player while in Spain and sees the prospect as his opportunity to get back into the NBA.
Murder Mystery,/sg/movie/murder-mystery,MOVIE,6.0,tt1618434,Netflix,http://www.netflix.com/title/80242619,/poster/133331296/{profile}/murder-mystery.{format},['5YEVQDr2f3Q'],"[['Adam Sandler', ""Nicholas 'Nick' Spitz""], ['Jennifer Aniston', 'Audrey Spitz'], ['Luke Evans', 'Charles Cavendish'], ['Terence Stamp', 'Malcolm Quince'], ['Gemma Arterton', 'Grace Ballard'], ['David Walliams', 'Tobey Quince'], ['Dany Boon', 'Inspector Laurent de la Croix'], ['John Kani', 'Colonel Ulenga'], ['Adeel Akhtar', 'Maharajah'], ['Ólafur Darri Ólafsson', 'Sergei'], ['Luis Gerardo Méndez', 'Juan Carlos Rivera'], ['Shioli Kutsuna', 'Suzy Nakamura'], ['Erik Griffin', 'Jimmy Stern'], ['Sufe Bradshaw', 'Holly'], ['Jackie Sandler', 'Great Looking Flight Attendant'], ['Allen Covert', 'Tourist Dad'], ['Leigh Kilton', 'Complaining Lady Tourist'], ['Sadie Sandler', 'Summer'], ['Sunny Sandler', 'Brittany'], ['Molly McNearney', 'Lorraine'], ['Nicole Randall Johnson', 'Marisol'], ['Andrea Bendewald', 'Client #2'], ['Melissa Paulson', 'Flight Attendant #2'], ['André Simoneau', 'Plane Bartender'], ['Jude Beny', 'Fancy Woman on Plane'], ['Simon Sinn', 'Captain Wong'], ['Lea Mariano', 'Yacht Stewardess'], ['Andrea Dolente', 'de la Croix Lieutenant'], ['Joseph Vecsey', 'Joseph Vecsey on Vacation'], ['Elia Nichols', 'Parent Tourist #2'], ['Claudio Corinaldesi', 'Gonzales Tour Rep'], ['Michele Bevilacqua', 'Butler'], ['Riley Lennon Nice', 'Nervous Teen'], ['Emilie Rousseau', 'TV News Broadcaster'], ['Peter Arpesella', 'Italian Announcer (uncredited)'], ['Patrick Baby', 'Maurice the Chef (uncredited)'], ['Maurizio Bousso', 'Manager (uncredited)'], ['Brendin Brown', 'Interrogator (uncredited)'], ['Hélène Cardona', 'Spanish Announcer (voice) (uncredited)'], ['Eric Clark', 'Monaco Police (uncredited)'], ['Massi Furlan', 'Italian Announcer (voice) (uncredited)'], ['Raphael Grosz-Harvey', 'Shoplifter (uncredited)'], ['Christopher Hayes', 'Lounge Bartender (uncredited)'], ['Pilar Holland', 'Pamela (uncredited)'], ['Mike Joseph', 'Waiter (uncredited)'], ['Jonathan Loughran', 'Man at Train Station (uncredited)'], ['Helena Marie', 'Waitress #2 (uncredited)'], ['Chantal Raimondo', 'Hotel Guest (uncredited)'], ['Daniela Sandiford', 'Waitress (uncredited)'], ['Eric Shackelford', 'Hot Dog Guy (uncredited)'], ['Victor Turpin', 'Lorenzo (uncredited)'], ['Fred Nguyen Khan', 'Bodega Owner (uncredited)']]",68%  6.0 (125k),"Comedy , Romance , Action & Adventure , Crime",1h 37min,Kyle Newacheck,"On a long-awaited trip to Europe, a New York City cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht."
Ultraman,/sg/tv-show/ultraman,SHOW,6.8,tt8699270,Netflix,http://www.netflix.com/title/80231373,/poster/94772187/{profile}/ultraman.{format},['bbRBOq8jajg'],"[['Ryohei Kimura', 'Shinjiro Hayata / Ultraman (voice)'], ['Takuya Eguchi', 'Dan Moroboshi / Seven (voice)'], ['Hideyuki Tanaka', 'Shin Hayata']]",76%  6.8 (2k),"Action & Adventure , Science-Fiction , Drama , Fantasy , Animation",23min,"Kenji Kamiyama ,  Shinji Aramaki","Decades ago, a hero from the stars left this world in peace. Now, the son of Ultraman must rise to protect the Earth from a new alien threat."
Demon Slayer: Kimetsu no Yaiba,/sg/tv-show/demon-slayer-kimetsu-no-yaiba,SHOW,8.7,tt9335498,Netflix,http://www.netflix.com/title/81091393,/poster/123946389/{profile}/demon-slayer-kimetsu-no-yaiba.{format},"['nxE0Xp0ARcM', 'BpiILiEZuF4']","[['Natsuki Hanae', 'Tanjiro Kamado (voice)'], ['Akari Kito', 'Nezuko Kamado (voice)'], ['Hiro Shimono', 'Zenitsu Agatsuma (voice)'], ['Yoshitsugu Matsuoka', 'Inosuke Hashibira (voice)'], ['Katsuyuki Konishi', 'Tengen Uzui (voice)'], ['Miyuki Sawashiro', 'Daki (voice)']]",96%  8.7 (95k),"Science-Fiction , Action & Adventure , Animation , Fantasy , Mystery & Thriller , Horror",25min,,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a “demon slayer” so that he can turn his sister back into a human, and kill the demon that massacred his family."
Heat,/sg/movie/heat,MOVIE,8.3,tt0113277,Netflix,http://www.netflix.com/title/70020509,/poster/239897076/{profile}/heat.{format},"['0xbBLJ1WGwQ', '2GfZl4kuVNI', '14oNcFxiVaQ', 'PpAhjOvQVj0']","[['Al Pacino', 'Lt. Vincent Hanna'], ['Robert De Niro', 'Neil McCauley'], ['Val Kilmer', 'Chris Shiherlis'], ['Jon Voight', 'Nate'], ['Tom Sizemore', 'Michael Cheritto'], ['Diane Venora', 'Justine Hanna'], ['Amy Brenneman', 'Eady'], ['Ashley Judd', 'Charlene Shiherlis'], ['Kevin Gage', 'Waingro'], ['Mykelti Williamson', 'Sergeant Drucker'], ['Wes Studi', 'Detective Casals'], ['Ted Levine', 'Bosko'], ['Natalie Portman', 'Lauren Gustafson'], ['Danny Trejo', 'Trejo'], ['William Fichtner', 'Roger Van Zant'], ['Hank Azaria', 'Alan Marciano'], ['Dennis Haysbert', 'Donald Breedan'], ['Tom Noonan', 'Kelso'], ['Susan Traylor', 'Elaine Cheritto'], ['Kim Staunton', 'Lillian'], ['Henry Rollins', 'Hugh Benny'], ['Jerry Trimble', 'Schwartz'], ['Martin Ferrero', 'Construction Clerk'], ['Ricky Harris', 'Albert Torena'], ['Tone Loc', 'Richard Torena'], ['Begonya Plaza', 'Anna Trejo'], ['Hazelle Goodman', ""Hooker's Mother""], ['Ray Buktenica', 'Timmons'], ['Jeremy Piven', 'Dr. Bob'], ['Xander Berkeley', 'Ralph'], ['Rick Avery', 'Armored Guard #2'], ['Brad Baldridge', ""Children's Hospital Doctor""], ['Andrew Camuccio', 'Dominick'], ['Brian Camuccio', 'Dominick'], ['Max Daniels', 'Shooter at Drive-in'], ['Vince Deadrick Jr.', 'Driver at Drive-in'], ['Charles Duke', 'Cop #5'], ['Thomas Elfmont', 'Desk Clerk Cop'], ['Kenny Endoso', 'Bartender'], ['Kimberly Flynn', ""Casals' Date""], ['Steven Ford', 'Officer Bruce'], ['Farrah Forke', 'Claudia'], ['Hannes Fritsch', 'Miracle Mile Bartender'], ['Amanda Graves', 'Linda Cheritto'], ['Emily Graves', 'Anita Cheritto'], ['Niki Haris', 'Marcia Drucker'], ['Ted Harvey', 'Detective #2'], ['Patricia Healy', ""Bosko's Date""], ['Paul Herman', 'Sergeant Heinz'], ['Cindy Katz', 'Rachel'], ['Brian Libby', 'Captain Jackson'], ['Bill McIntosh', 'Armored Guard #1'], ['Dan Martin', 'Harry Dieter'], ['Rick Marzan', 'Basketball Player'], ['Terry Miller', ""Children's Hospital Nurse""], ['Paul Moyer', 'News Anchorman'], [""Daniel O'Haco"", 'Detective #1'], ['Mario Roberts', 'Bank Guard #1'], ['Phillip Robinson', 'Alphonse'], ['Thomas Rosales Jr.', 'Armored Truck Driver'], ['Rainell Saunders', 'Dead Hooker'], ['Kai Soremekun', 'Prostitute'], ['Rey Verdugo', 'Vegas Cop'], ['Wendy L. Walsh', 'News Anchorwoman'], ['Yvonne Zima', 'Hostage Girl'], ['Monica Lee Bellais', 'Nurse (uncredited)'], ['Peter Blackwell', 'Bar Couple (uncredited)'], ['Trevor Coppola', 'Restaurant Patron (uncredited)'], ['Bud Cort', 'Solenko, Restaurant Manager (uncredited)'], ['Michele Edison', ""Marciano's Secretary (uncredited)""], ['Annette Goodman', 'Prostitute (uncredited)'], ['Mick Gould', '1st SIS Detective in the Hallway (uncredited)'], ['Mary Kircher', 'Police Woman (uncredited)'], ['David Koseruba', 'Mustached Cop with Capt. Jackson on Roof (uncredited)'], ['Darin Mangan', 'Grocery Store Employee (uncredited)'], ['Melissa S. Markess', 'Police Woman (uncredited)'], ['Andre McCoy', 'Man at Party (uncredited)'], ['Darren Melton', 'Bookstore Patron (uncredited)'], ['Robert Miranda', 'Cusamano (uncredited)'], ['Kathryn Mullen', 'Doreen Daniel, Diner Patron (uncredited)'], ['Manny Perry', 'Grocery Store Cop (uncredited)'], ['Jimmy N. Roberts', 'Road-blockade Cop (uncredited)'], ['Iva Franks Singer', 'Waitress (uncredited)'], ['Jimmy Star', 'Restaurant Patron (uncredited)'], ['Gloria Koehn Straube', 'Beach Walker (uncredited)'], ['Viviane Vives', 'Castilian Woman (uncredited)'], ['Tim Werner', 'Bank Guard (uncredited)']]",89%  8.3 (644k),"Mystery & Thriller , Crime , Drama , Action & Adventure",2h 53min,Michael Mann,Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.
Shadow and Bone,/sg/tv-show/shadow-and-bone,SHOW,7.6,tt2403776,Netflix,http://www.netflix.com/title/80236319,/poster/244489813/{profile}/shadow-and-bone.{format},"['UHJYYd_RnJc', 'Hf91m13vIWo']","[['Jessie Mei Li', 'Alina Starkov'], ['Archie Renaux', ""Malyen 'Mal' Oretsev""], ['Freddy Carter', 'Kaz Brekker'], ['Amita Suman', 'Inej Ghafa'], ['Kit Young', 'Jesper Fahey'], ['Ben Barnes', 'General Kirigan / The Darkling']]",86%  7.6 (80k),"Science-Fiction , Drama , Fantasy , Action & Adventure",52min,,"In a world cleaved in two by a massive barrier of perpetual darkness, a young soldier uncovers a power that might finally unite her country. But as she struggles to hone her power, dangerous forces plot against her. Thugs, thieves, assassins and saints are at war now, and it will take more than magic to survive."
Locke & Key,/sg/tv-show/locke-and-key,SHOW,7.4,tt3007572,Netflix,http://www.netflix.com/title/80241239,/poster/160126502/{profile}/locke-and-key.{format},"['_EonRi0yQOE', 'r_KmKC5K8QU', 'D9_R6WFNQto']","[['Darby Stanchfield', 'Nina Locke'], ['Emilia Jones', 'Kinsey Locke'], ['Jackson Robert Scott', 'Bode Locke'], ['Connor Jessup', 'Tyler Locke'], ['Petrice Jones', 'Scot Cavendish'], ['Hallea Jones', 'Eden Hawkins']]",87%  7.4 (72k),"Science-Fiction , Drama , Horror , Mystery & Thriller , Fantasy",48min,,"Three siblings who move into their ancestral estate after their father's gruesome murder discover their new home's magical keys, which must be used in their stand against an evil creature who wants the keys and their powers."
In Time,/sg/movie/in-time,MOVIE,6.7,tt1637688,Netflix,http://www.netflix.com/title/70202129,/poster/175651703/{profile}/in-time.{format},['xhYUaR5QiUs'],"[['Justin Timberlake', 'Will Salas'], ['Amanda Seyfried', 'Sylvia Weis'], ['Cillian Murphy', 'Raymond Leon'], ['Olivia Wilde', 'Rachel Salas'], ['Alex Pettyfer', 'Fortis'], ['Johnny Galecki', 'Borel'], ['Matt Bomer', 'Henry Hamilton'], ['Vincent Kartheiser', 'Philippe Weis'], ['Yaya DaCosta', 'Greta'], ['Toby Hemingway', 'Timekeeper Kors'], ['Bella Heathcote', 'Michele Weis'], ['Shyloh Oostwald', 'Maya'], ['Emma Fitzpatrick', 'Kara'], ['Will Harris', 'Ulysse'], ['Michael William Freeman', 'Nardin'], ['Jesse Lee Soffer', 'Webb'], ['Aaron Perilo', 'Bell'], ['Zuleyka Silver', 'Pasha'], ['Colin McGurk', 'Citizen'], ['Laura Ashley Samuels', 'Sagita'], ['Ray Santiago', 'Victa'], ['Will Peltz', 'Pierre'], ['Christiann Castellanos', 'Jasmine'], ['Abhi Sinha', 'Ross'], ['Maximilian Osinski', 'Louis'], ['Kristopher Higgins', 'Timekeeper Dent'], ['Germano Sardinha', 'Carlo'], ['Nick Lashaway', 'Ekman'], ['Brendan Miller', 'Kolber'], ['La Monde Byrd', 'Minuteman Rado'], ['Paul David Story', 'Minuteman Roth'], ['Blake Sheldon', 'Man at Door'], ['Collins Pennie', 'Timekeeper Jaeger'], ['Melissa Ordway', 'Leila'], ['Ethan Peck', 'Constantin'], ['Korrina Rico', 'Hotel Clerk'], ['Adam Jamal Craig', 'Girard'], ['Andreas Wigand', 'Milus'], ['Sasha Pivovarova', 'Clara'], ['Luis Chávez', 'Ernest'], ['August Emerson', 'Levi'], ['Cathy Baron', 'Ruby'], ['Kris Lemche', 'Markus'], ['Sterling Sulieman', 'Franck'], ['Rachel Roberts', 'Carrera'], ['Jeff Staron', 'Oris'], ['Drew James', 'Thomas'], ['Swen Temmel', 'Breitling'], ['Jessica Parker Kennedy', 'Edouarda'], [""Matt O'Leary"", 'Moser'], [""Trever O'Brien"", 'Nomos'], ['Faye Kingslee', 'Timekeeper Jean'], ['Patrick Salway', 'Factory Worker'], ['Adrianna Adams', 'Casino High Roller (uncredited)'], ['Sloane Avery', 'Dayton Teen Girl (uncredited)'], ['Skyler Bible', 'Timegiver (uncredited)'], ['Matthew Broadley', 'Street Child (uncredited)'], ['Alyssa de Boisblanc', 'Young Dayton Girl (uncredited)'], ['Alycia Grant', 'Bus Passanger / Factory Worker (uncredited)'], ['Mary Elise Hayden', 'Jazz Singer (uncredited)'], ['Laura Henschel', 'Time Keeper (uncredited)'], ['Spencer Kayden', 'Villager / Bar Dancer (uncredited)'], ['Christian Madsen', 'Dayton Citizen Leader (uncredited)'], ['Skyler Maxon', 'Casino High Roller (uncredited)'], ['Corbin McCarthy', 'Server (uncredited)'], ['Sam Meader', 'Time Keeper Enforcer (uncredited)'], ['Marcos Mateo Ochoa', 'Thug (uncredited)'], ['Ernest Pierce', 'Minuteman (uncredited)'], ['Talon Reid', 'Casino High Roller (uncredited)'], ['Sarah May Sommers', 'Young Girl (uncredited)'], ['Michael James Wong', 'Bus Passenger / Factory Worker (uncredited)'], ['Jason Woods', 'Bodyguard (uncredited)'], ['Giggi Yazicioglu', 'Jane (uncredited)'], ['Mo Zelof', 'Factory Boss (uncredited)']]",77%  6.7 (407k),"Mystery & Thriller , Science-Fiction , Crime , Action & Adventure , Drama",1h 49min,Andrew Niccol,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'."
Police University,/sg/tv-show/police-university,SHOW,7.3,tt14518136,Netflix,http://www.netflix.com/title/81609066,/poster/249408629/{profile}/police-university.{format},"['_oKYIzaXAFY', 'Ksdm0QIjcMY', '-ukts2vt2FY']","[['Cha Tae-hyun', 'Yoo Dong-man'], ['Jung Jin-young', 'Kang Seon-ho'], ['Krystal Jung', 'Oh Kang-hee'], ['Hong Soo-hyun', 'Choi Hee-soo'], ['Lee Jong-hyuk', 'Kwon Hyuk-pil'], ['Seo Ye-hwa', 'Baek Hee'], ['Choo Young-woo', 'Park Min Kyu'], ['Yoo Young-jae', 'Jo Joon-wook'], ['Choi Yi-Sun', 'Seo Yeo Joon'], ['Byeon Seo-yoon', 'Lee Eon Ju'], ['Oh Man-seok', 'Yoon Taek-Il'], ['Choi Woo-sung', 'Yoon Seung-Beom'], ['Kim Yeong-seon', 'Oh Jung-Ja'], ['Kang Shin-il', 'Seo Sang-Hak'], ['Song Jin-woo', 'Park Cheol-Jin'], ['Yoon Jin-Ho', 'Team Leader Choi'], ['Yu Tae-Woong', 'Han Jung-Sik'], ['Shin Seung-hwan', 'Professor Go Deok-Bae']]",85%  7.3,"Drama , Romance , Comedy",1h 3min,Yoo Kwan-mo,"A genius hacker and a detective, both from Police University, struggle to overcome a crisis together."
