title,just_watch_full_path,type,imdb_score,imdb_id,streaming_source,streaming_link,poster_url,youtube_link_ids,cast,rating,genres,runtime,director,synopsis
Day Shift,/sg/movie/day-shift,MOVIE,6.2,tt13314558,Netflix,http://www.netflix.com/title/81186049,/poster/291389812/{profile}/day-shift.{format},['GN_IwBptKi4'],"[['Jamie Foxx', 'Bud Jablonski'], ['Dave Franco', 'Seth'], ['Natasha Liu Bordizzo', 'Heather'], ['Meagan Good', 'Jocelyn Jablonski'], ['Zion Broadnax', 'Paige Jablonski'], ['Snoop Dogg', 'Big John Elliott'], ['Karla Souza', 'Audrey San Fernando'], ['Steve Howey', 'Mike Nazarian'], ['Scott Adkins', 'Diran Nazarian'], ['Peter Stormare', 'Troy'], ['Eric Lange', 'Ralph Seeger'], ['Oliver Masucci', 'Klaus'], ['Tetiana Gaidar', 'Sophia'], ['Danielle Kennedy', 'Old Lady'], ['Shai Debroux', ""Old Lady's Awakened Vamp""], ['Massi Furlan', 'Sasha']]",75%  6.2 (15k),"Fantasy , Horror , Action & Adventure , Comedy , Mystery & Thriller , Romance , Kids & Family",1h 53min,J.J. Perry,An LA vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. Trying to make a living these days just might kill him.
Keep Breathing,/sg/tv-show/keep-breathing,SHOW,5.2,tt14117010,Netflix,http://www.netflix.com/title/81276119,/poster/291720661/{profile}/keep-breathing.{format},['pfhCEXLnQh8'],"[['Melissa Barrera', 'Liv Rivera']]",67%  5.2 (7k),"Action & Adventure , Mystery & Thriller , Drama",35min,,"When a small plane crashes in the middle of the Canadian wilderness, a lone woman must battle the elements and odds to survive."
Borgen,/sg/tv-show/borgen,SHOW,8.5,tt1526318,Netflix,http://www.netflix.com/title/70302482,/poster/131649695/{profile}/borgen.{format},"['Nw41sTh2mds', '8wkugBn4qnw']","[['Sidse Babett Knudsen', 'Birgitte Nyborg'], ['Pilou Asbæk', 'Kasper Juul'], ['Birgitte Hjort Sørensen', 'Katrine Fønsmark'], ['Mikael Birkkjær', 'Philip Christensen'], ['Lars Knutzon', 'Bent Sejrø'], ['Søren Malling', 'Torben Friis'], ['Benedikte Hansen', 'Hanne Holm'], ['Lars Mikkelsen', 'Søren Ravn'], ['Emil Poulsen', 'Magnus Christensen'], ['Freja Riemann', 'Laura Christensen'], ['Thomas Levin', 'Ulrik Mørch'], ['Lisbeth Wulff', 'Pia Munk'], ['Søren Spanning', 'Lars Hesselboe'], ['Ole Thestrup', 'Svend Åge Saltum'], ['Julie Agnete Vang', 'Nete Buch'], ['Peter Mygind', 'Michael Laugesen']]",91%  8.5 (25k),"Drama , Made in Europe",58min,,"40-year old political leader Birgitte Nyborg secures her party a landslide victory through her idealism and huge effort, then faces the biggest challenge of her life: how most effectively to use the newly won seats, and how far she is willing to go in order to gain as much influence as possible."
Bad Boys for Life,/sg/movie/bad-boys-for-life,MOVIE,6.5,tt1502397,Netflix,http://www.netflix.com/title/81152992,/poster/162165178/{profile}/bad-boys-for-life.{format},"['KhwsKvoiCpQ', 'jKCj3XuPG8M', 'R228yPrwqTo', 'GJMMPgdMQUY']","[['Will Smith', 'Detective Mike Lowrey'], ['Martin Lawrence', 'Detective Marcus Burnett'], ['Paola Nuñez', 'Rita'], ['Vanessa Hudgens', 'Kelly'], ['Alexander Ludwig', 'Dorn'], ['Charles Melton', 'Rafe'], ['Kate del Castillo', 'Isabel'], ['Nicky Jam', 'Zway-Lo'], ['Joe Pantoliano', 'Captain Howard'], ['Theresa Randle', 'Theresa Burnett'], ['Jacob Scipio', 'Armando Armas'], ['Michael Bay', 'Wedding MC'], ['DJ Khaled', 'Manny the Butcher'], ['Jay Dubb', 'Officer Harris'], ['Happy Anderson', 'Jenkins'], ['Bianca Bethune', 'Megan Burnett'], ['Dennis Greene', 'Reggie'], ['Lisa Ann Hadley', 'Lisa Ann'], ['Gissette E. Valentin', 'Mexican Female Prison Guard'], ['Rose Bianco', 'Abuela'], ['Edelia Merida', 'Abuela'], ['Jasmin Lawrence', 'Gorgeous Door Woman'], [""Shacai O'Neal"", 'Gorgeous Door Woman'], ['Carlos Guerrero', 'Javier'], ['Massi Furlan', 'Terry Taglin'], ['Chick Bernhard', 'Judge Sorenson'], ['Jennifer Badger', 'Julie Weber'], ['Jeff J.J. Authors', 'Felix the Forensics Guy'], ['Keith Wheeler', 'Pastor at Wedding'], ['Brandi Cohen', 'Receptionist'], ['Jay Amor', 'Rodrigo Vargas'], ['Yessenia Hernandez', 'Pool Party Waitress'], ['Anthony Molinari', 'Salesman'], ['Ivo Nandi', 'Carver Remy'], ['David Shae', 'Disturbed Airline Passenger'], ['Eduardo Rosario', 'The Butcher'], ['Rory Markham', 'Booker Grassie'], ['Brad Sanders', 'Police Chaplain'], ['Damien Butler', 'Lt. Butler'], ['Bilall Fallah', 'Fael'], ['Norma Alvarez', ""Javier's Wife""], ['Adil El Arbi', 'Rideshare Driver'], ['Christina Christensen', 'Female Basketball Referee'], ['Nahima Bicelis', 'Female Cop on Radio'], ['Erroll Castrillo', 'Police Boat Cop on Radio'], ['Kial Butler', 'Skipping Stunt Cop on Radio'], ['Sharon Pfeiffer', 'Tour Bus Guide'], ['Porshia C. Joseph', 'Wedding Singer'], ['Ellison Kendrick', 'Wedding Singer'], ['Davis Aguila', '(uncredited)'], ['Athena Akers', 'Poi Performer (uncredited)'], ['Adrian De Armas', 'Miami Tourist (uncredited)'], ['Laura Ault', 'Police Officer (uncredited)'], ['Misty Autery', 'Wedding Guest (uncredited)'], ['James William Ballard', 'Police Officer (uncredited)'], ['Austin Bollinger', 'Police Officer (uncredited)'], [""Mario 'Vocol' Booker"", 'Zwaylo Boy 2 (uncredited)'], ['Thomas Brag', 'Jeffrey - Cake Boy (uncredited)'], ['Troy Brenna', 'Aretas Thug (uncredited)'], ['Sergio Briones', 'Police Officer (uncredited)'], ['Landon Brooks', 'Doctor (uncredited)'], ['Ruben E.A. Brown', 'South Beach Patron (uncredited)'], ['Lauren Buglioli', 'Reporter (uncredited)'], ['Ricardo Burgos', 'Mall Shopper / Pedestrian (uncredited)'], ['Santos Caraballo', 'Tommy Bahama Type (uncredited)'], ['Matthew Carter', 'Club King (uncredited)'], ['Joe Crosson', 'Police Officer (uncredited)'], ['Ellen Marguerite Cullivan', 'Wedding Guest (uncredited)'], ['LeBron Daniel', 'Mall Attendee (uncredited)'], ['José Alfredo Fernandez', 'Cartel Member (uncredited)'], ['Darin Ferraro', 'Spa Attendant (uncredited)'], ['Fred Galle', 'Distinguished Gentleman (uncredited)'], ['Joseph Giambrone', 'Tourist on Bus (uncredited)'], ['Derrick Gilbert', 'Kid (uncredited)'], ['Jenin Gonzalez', 'Valet Precision Driver (uncredited)'], ['Wil Gonzalez', 'Cartel Member (uncredited)'], ['Steve Heinz', 'High End Mall Pedestrian (uncredited)'], ['Elvia Hill', 'Police Officer (uncredited)'], ['Cal Johnson', 'Lyft Driver (uncredited)'], ['Julia Kay', 'Mall Visitor / Pedestrian (uncredited)'], ['Melissa Kennemore', 'Major Patel Miami PD (uncredited)'], ['Tony Kim', 'Club Guy (uncredited)'], ['D.L. Lewis', 'Pedestrian (uncredited)'], ['Josue Louis-Charles', 'Beach Goer (uncredited)'], ['Hans Marrero', 'Ambulance Guy #1 (uncredited)'], ['Ryan L. Price', 'Police Officer (uncredited)'], ['Scott Rapp', 'Detective (uncredited)'], ['Ashae Reagan', 'Bikini Girl (uncredited)'], ['Felicia M. Reyes', 'Mexican Prisoner (uncredited)'], ['Manuel Rivera', 'Airplane Passenger (uncredited)'], ['London Seabreeze', 'Sexy Model (uncredited)'], ['Pedro Tavarez Jr.', 'Mall Shopper (uncredited)'], ['Robert Tinsley', 'Uniformed Police Officer (uncredited)'], ['Emily Towles', 'Hot Miami Model (uncredited)'], ['Joseph Velez', 'Detective (uncredited)'], ['Jamil C. Winston', 'Police Officer (uncredited)']]",77%  6.5 (158k),"Mystery & Thriller , Action & Adventure , Crime , Comedy",2h 4min,"Adil El Arbi ,  Bilall Fallah","Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel."
Manifest,/sg/tv-show/manifest,SHOW,7.1,tt8421350,Netflix,http://www.netflix.com/title/80241318,/poster/141622292/{profile}/manifest.{format},"['I1hNAIzkQWY', 'kegEcTwSRhg', 'K1zs09cbjZs', 'caejgmjpzgU']","[['Melissa Roxburgh', 'Michaela Stone'], ['Parveen Kaur', 'Saanvi Bahr'], ['Josh Dallas', 'Ben Stone'], ['Luna Blaise', 'Olive Stone'], ['Athena Karkanis', 'Grace Stone'], ['Jack Messina', 'Cal Stone'], ['J.R. Ramirez', 'Jared Vasquez'], ['Matt Long', 'Zeke Landon'], ['Holly Taylor', 'Angelina Meyer']]",84%  7.1 (54k),"Science-Fiction , Drama , Mystery & Thriller",42min,,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible."
Footfairy,/sg/movie/footfairy,MOVIE,4.7,tt13130532,Netflix,http://www.netflix.com/title/81154456,/poster/226608367/{profile}/footfairy.{format},['VJ8OWVuca6g'],[],54%  4.7,"Mystery & Thriller , Crime",1h 55min,Kanishk Varma,"The plot is set in Mumbai, a city of dream and land of opportunities. The psychological crime thriller showcases an intriguing chase between a serial killer with a distinctive fetish and CBI officer named Gulshan. In the serial killer's point of view, the film explores the fugitive's darkest desire for momentary pleasure."
Shutter Island,/sg/movie/shutter-island,MOVIE,8.2,tt1130884,Netflix,http://www.netflix.com/title/70095139,/poster/167858412/{profile}/shutter-island.{format},"['5iaYLCiq5RM', 'qdPw9x9h5CY', '1jERdYDWG8g', '5kgiONHt-rk']","[['Leonardo DiCaprio', 'Teddy Daniels'], ['Mark Ruffalo', 'Chuck Aule'], ['Ben Kingsley', 'Dr. John Cawley'], ['Emily Mortimer', 'Rachel Solando'], ['Max von Sydow', 'Dr. Jeremiah Naehring'], ['Michelle Williams', 'Dolores Chanal'], ['Jackie Earle Haley', 'George Noyce'], ['Patricia Clarkson', 'Rachel 2'], ['Ted Levine', 'Warden'], ['John Carroll Lynch', 'Deputy Warden McPherson'], ['Elias Koteas', 'Laeddis'], ['Robin Bartlett', 'Bridget Kearns'], ['Christopher Denham', 'Christian'], ['Joseph Sikora', 'Glen Miga'], ['Curtiss Cook', 'Trey Washington'], ['Gary Galone', 'Gate Guard'], ['John Franchi', 'Criminally Insane Inmate (uncredited)'], ['Nellie Sciutto', 'Nurse Marino'], ['Raymond Anthony Thomas', 'Orderly Ganton'], ['Joseph McKenna', 'Inmate Billings'], ['Ruby Jerins', 'Little Girl'], ['Tom Kemp', 'Ward C Guard'], ['Bates Wilder', 'Ward C Guard'], ['Drew Beasley', 'Younger Boy'], ['Dan Marshall', 'U.S. G.I. at Dachau Liberation / German S.S. Officer Killed (uncredited)'], ['Bree Elrod', 'Female Patient']]",91%  8.2 (1m),Mystery & Thriller,2h 18min,Martin Scorsese,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor."
The Blacklist,/sg/tv-show/the-blacklist,SHOW,8.0,tt2741602,Netflix,http://www.netflix.com/title/70281312,/poster/251845314/{profile}/the-blacklist.{format},"['-WYdUaK54fU', 'SoT5JImB1H8']","[['James Spader', 'Raymond ""Red"" Reddington'], ['Diego Klattenhoff', 'Donald Ressler'], ['Hisham Tawfiq', 'Dembe Zuma'], ['Harry Lennix', 'Harold Cooper'], ['Amir Arison', 'Aram Mojtabai'], ['Laura Sohn', 'Alina Park']]",88%  8.0 (243k),"Mystery & Thriller , Drama , Crime",43min,,"Raymond ""Red"" Reddington, one of the FBI's most wanted fugitives, surrenders in person at FBI Headquarters in Washington, D.C. He claims that he and the FBI have the same interests: bringing down dangerous criminals and terrorists. In the last two decades, he's made a list of criminals and terrorists that matter the most but the FBI cannot find because it does not know they exist. Reddington calls this ""The Blacklist"". Reddington will co-operate, but insists that he will speak only to Elizabeth Keen, a rookie FBI profiler."
Stranger Things,/sg/tv-show/stranger-things,SHOW,8.7,tt4574334,Netflix,http://www.netflix.com/title/80057281,/poster/291127030/{profile}/stranger-things.{format},"['R1ZXOOLMJ8s', 'b9EkMc79ZSU', 'mnd7sFt5c3A', '6Am4v0C_z8c']","[['Millie Bobby Brown', 'Jane “Eleven” Hopper'], ['Winona Ryder', 'Joyce Byers'], ['David Harbour', 'Jim Hopper'], ['Finn Wolfhard', 'Mike Wheeler'], ['Gaten Matarazzo', 'Dustin Henderson'], ['Caleb McLaughlin', 'Lucas Sinclair'], ['Noah Schnapp', 'Will Byers'], ['Sadie Sink', 'Max Mayfield'], ['Natalia Dyer', 'Nancy Wheeler'], ['Charlie Heaton', 'Jonathan Byers'], ['Joe Keery', 'Steve Harrington'], ['Maya Hawke', 'Robin Buckley'], ['Brett Gelman', 'Murray Bauman'], ['Priah Ferguson', 'Erica Sinclair'], ['Matthew Modine', 'Martin Brenner'], ['Paul Reiser', 'Sam Owens'], ['Jamie Campbell Bower', 'Henry Creel / One / Vecna']]",98%  8.7 (1m),"Science-Fiction , Mystery & Thriller , Drama , Fantasy , Horror",1h 1min,,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl."
New Amsterdam,/sg/tv-show/new-amsterdam,SHOW,8.0,tt7817340,Netflix,http://www.netflix.com/title/80241181,/poster/250482552/{profile}/new-amsterdam.{format},"['ZvMCbzrToAo', '4pmG-c-P824']","[['Ryan Eggold', 'Dr. Max Goodwin'], ['Freema Agyeman', 'Dr. Helen Sharpe'], ['Janet Montgomery', 'Dr. Lauren Bloom'], ['Tyler Labine', 'Dr. Iggy Frome'], ['Jocko Sims', 'Dr. Floyd Reynolds']]",90%  8.0 (36k),Drama,43min,,"The new medical director breaks the rules to heal the system at America's oldest public hospital. Max Goodwin sets out to tear up the bureaucracy and provide exceptional care, but the doctors and staff are not so sure he can succeed. They've heard this before. Not taking ""no"" for an answer, Dr. Goodwin's instinctive response to problems large and small is four simple words: ""How can I help?"" He has to disrupt the status quo and prove he'll stop at nothing to breathe new life into this underfunded and underappreciated hospital, returning it to the glory that put it on the map."
Archive,/sg/movie/archive,MOVIE,6.3,tt6882604,Netflix,http://www.netflix.com/title/80203869,/poster/195510224/{profile}/archive.{format},"['I8WfXdxQ0Cw', 'm0J0BwIzURI']","[['Theo James', 'George Almore'], ['Stacy Martin', 'Jules Almore / J3 / J2 (voice)'], ['Rhona Mitra', 'Simone'], ['Peter Ferdinando', 'Tagg'], ['Lia Williams', 'House (voice)'], ['Toby Jones', 'Vincent Sinclair'], ['Richard Glover', 'Melvin'], ['Hans Peterson', 'Elson'], ['Hadisha Sovetova', 'Waitress'], ['Imre Zoltan Csok', 'Android'], ['Norbert Botszki', 'Android'], ['Eliza Winter Rothery', 'Baby Almore'], ['Timea Kinga Maday', 'J2 Robot Performer'], ['Chris Schubert', 'J1 Robot Performer'], ['Ami Masamitsu', 'Japanese Voices Performer (voice)'], ['Annamária Ha-Mi Berta', 'Extra'], ['Jeremy Wheeler', 'Extra'], ['Pamela Johnston', 'Extra'], ['Karen Gagnon', 'Extra'], ['Zsuzsanna Nagy', 'Extra'], ['Ajsa Molnár', 'Extra'], ['Tamás Sárközi', 'Extra']]",69%  6.3 (21k),"Science-Fiction , Drama , Fantasy , Mystery & Thriller",1h 49min,Gavin Rothery,"2038: George Almore is working on a true human-equivalent AI, and his latest prototype is almost ready. This sensitive phase is also the riskiest as he has a goal that must be hidden at all costs—being reunited with his dead wife."
SPY x FAMILY,/sg/tv-show/spy-x-family,SHOW,8.7,tt13706018,Netflix,http://www.netflix.com/title/81511410,/poster/269897496/{profile}/spy-x-family.{format},"['Oqd2C3oZkBU', 'ofXigq9aIpo', 'JP6vBnazpWI']","[['Takuya Eguchi', 'Loid Forger (voice)'], ['Atsumi Tanezaki', 'Anya Forger (voice)'], ['Saori Hayami', 'Yor Forger (voice)'], ['Hiroyuki Yoshino', 'Franky Franklin (voice)'], ['Yuko Kaida', 'Sylvia Sherwood (voice)'], ['Kazuhiro Yamaji', 'Henry Henderson (voice)'], ['Kenichirou Matsuda', 'Narrator (voice)']]",97%  8.7 (17k),"Action & Adventure , Animation , Comedy , Drama , Mystery & Thriller",24min,,"Master spy Twilight is the best at what he does when it comes to going undercover on dangerous missions in the name of a better world. But when he receives the ultimate impossible assignment—get married and have a kid—he may finally be in over his head! Not one to depend on others, Twilight has his work cut out for him procuring both a wife and a child for his mission to infiltrate an elite private school. What he doesn't know is that the wife he's chosen is an assassin and the child he's adopted is a telepath!"
RRR,/sg/movie/roudram-ranam-rudhiram,MOVIE,8.0,tt8178634,Netflix,http://www.netflix.com/title/81476453,/poster/268620854/{profile}/roudram-ranam-rudhiram.{format},"['BN1MwXUR3PM', 'xo1P2sQdhC0', '2_BkCz3OnlY', '7ApW3NUmUEo']","[['N.T. Rama Rao Jr.', 'Komaram Bheem'], ['Ram Charan', 'Alluri Sitarama Raju'], ['Alia Bhatt', 'Sita'], ['Ajay Devgn', 'Venkata Rama Raju'], ['Ray Stevenson', 'Scott Buxton'], ['Alison Doody', 'Cassandra Buxton'], ['Olivia Morris', ""Jennifer 'Jenny' Buxton""], ['Samuthirakani', 'Venkateshwarulu'], ['Shriya Saran', 'Sarojini'], ['Chatrapathi Sekhar', 'Jangu'], ['Makrand Deshpande', 'Peddanna'], ['Rajiv Kanakala', 'Venkat Avdhani'], ['Rahul Ramakrishna', 'Lacchu'], ['Edward Sonnenblick', 'Edwards'], ['Ahmareen Anjum', 'Loki'], ['Twinkle Sharma', 'Malli'], ['Varun Buddhadev', 'Young Alluri Sitarama Raju'], ['Spandan Chaturvedi', 'Young Sita'], ['R. Bhakti Klein', 'DSP Philip Green'], ['Mark Bennington', 'Cunningham'], ['Gaurav Pareek', 'Guri'], [""Alexx O'Nell"", 'British officer'], ['S. S. Rajamouli', 'Self']]",87%  8.0 (90k),"Action & Adventure , Drama",3h 2min,S. S. Rajamouli,A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.
Venom: Let There Be Carnage,/sg/movie/venom-let-there-be-carnage,MOVIE,5.9,tt7097896,Netflix,http://www.netflix.com/title/81199145,/poster/253175111/{profile}/venom-let-there-be-carnage.{format},"['-FmWuCgJmxo', '-ezfi6FQ8Ds', 'v0gWtaqQ9QY', 'NMzJbD53ODc']","[['Tom Hardy', 'Eddie Brock / Venom'], ['Woody Harrelson', 'Cletus Kasady / Carnage'], ['Michelle Williams', 'Anne Weying'], ['Naomie Harris', 'Frances Louise Barrison / Shriek'], ['Reid Scott', 'Dr. Dan Lewis'], ['Stephen Graham', 'Detective Mulligan'], ['Peggy Lu', 'Mrs. Chen'], ['Sian Webber', 'Dr. Pazzo'], ['Michelle Greenidge', 'Mugging Victim'], ['Rob Bowen', 'Beaten Mugger'], ['Laurence Spellman', 'Patient'], ['Little Simz', 'Little Simz'], ['Jack Bandeira', 'Young Cletus'], ['Olumide Olorunfemi', 'Young Shirek'], ['Scroobius Pip', 'Siegfried'], ['Amrou Al-Kadhi', 'Host Two'], ['Beau Sargent', 'Host Three'], ['Brian Copeland', 'Rodeo Beach Reporter'], ['Stewart Alexander', 'Warden'], ['Sean Delaney', 'Young Detective Mulligan'], ['Ed Kear', 'Reveler'], ['Emma Lau', 'Reveler'], ['Louis j Rhone', 'Reveler'], ['Christopher Godwin', 'Headmaster (1997)'], ['Tiffanie Thomas', 'San Quentin Tier Guard'], ['Rocky Capella', 'Valet Car Park'], ['Greg Lockett', 'San Francisco Police Department Officer'], ['Sonny Ashbourne Serkis', 'Plunger Man'], ['Otis Winston', 'Street Man'], ['Vaughn Johseph', 'Tie Down Guard'], ['Kristen Simoes', 'TV Reporter - San Quentin'], ['Miguel Angel Arreguin', 'Gas Station Attendant'], ['Shaliz Afshar', 'San Francisco Reporter'], ['Reece Shearsmith', 'Priest'], ['Simon Connolly', 'Grieving Father'], ['Rachel Handshaw', 'Grieving Mother'], ['Amanda Foster', ""Victim's Sister""], ['Akie Kotabe', ""Victim's Brother""], ['Eric Sigmundsson', 'Startled Witness'], ['Chabris Napier-Lawrence', 'Ravenscroft Guard'], ['Larry Olubamiwo', 'Ravenscroft Guard'], ['Jose Palma', 'San Quentin Last Meal Guard'], ['Jamal Ajala', 'Ravenscroft Orderly'], ['James D. Weston II', 'San Quentin Commander'], ['Che Amaro', 'San Quentin Guard'], ['Joshua Eldridge-Smith', 'Sympathetic Guard'], ['Rosie Marcel', 'Detective in Bathroom'], ['Elliot Cable', 'Host Pre Carnival #1'], ['J.K. Simmons', 'J. Jonah Jameson (uncredited)'], ['Tom Holland', 'Peter Parker / Spider-Man (uncredited)']]",75%  5.9 (214k),"Science-Fiction , Mystery & Thriller , Comedy , Horror , Action & Adventure",1h 37min,Andy Serkis,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady."
Ex Machina,/sg/movie/ex-machina,MOVIE,7.7,tt3136470,Netflix,http://www.netflix.com/title/80023689,/poster/183412567/{profile}/ex-machina.{format},"['EoQuVnKhxaM', '3hAlv0xLJJ4', 'zYjDApK6_oE', 'sDkEF7Db7Gw']","[['Domhnall Gleeson', 'Caleb Smith'], ['Alicia Vikander', 'Ava'], ['Oscar Isaac', 'Nathan Bateman'], ['Sonoya Mizuno', 'Kyoko'], ['Corey Johnson', 'Jay'], ['Claire Selby', 'Lily'], ['Symara A. Templeman', 'Jasmine'], ['Gana Bayarsaikhan', 'Jade'], ['Tiffany Pisani', 'Katya'], ['Elina Alminas', 'Amber'], ['Chelsea Li', 'Office Girl (uncredited)'], ['Dan Pappaspanos', 'Office Worker (uncredited)']]",84%  7.7 (534k),"Drama , Science-Fiction , Mystery & Thriller , Made in Europe",1h 48min,Alex Garland,"Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl."
The 33,/sg/movie/the-33,MOVIE,6.8,tt2006295,Netflix,http://www.netflix.com/title/80057401,/poster/9332825/{profile}/the-33.{format},['hOoIBOYqHyw'],"[['Antonio Banderas', 'Mario Sepúlveda'], ['Rodrigo Santoro', 'Laurence Golborne'], ['Kate del Castillo', 'Katty Valdivia'], ['Juliette Binoche', 'María Segovia'], ['James Brolin', 'Jeff Hart'], ['Lou Diamond Phillips', ""Luis Urzua 'Don Lucho'""], ['Cote de Pablo', 'Jessica Salgado'], ['Naomi Scott', 'Escarlette Sepúlveda'], ['Jacob Vargas', ""Edison 'Elvis' Peña""], ['Mario Casas', 'Álex Vega'], ['Adriana Barraza', 'Marta'], ['Bob Gunton', 'President Sebastián Piñera'], ['Gabriel Byrne', 'Andre Sougarret'], ['Oscar Nunez', 'Yonni Barrios'], ['Juan Pablo Raba', 'Darío Segovia'], ['Paulina García', 'Isabel Pereira'], ['Anderson Cooper', 'CNN Anchor'], ['Jorge Diaz', 'Igor Proestakis'], ['Tenoch Huerta', 'Carlos Mamani'], ['Ariel Sierra', 'Miner 6'], ['Luis Alberto Aracena', 'Mine Worker'], ['Juan Pablo Auger', 'Foreman'], ['Don Francisco', 'Don Francisco'], ['Elizabeth De Razzo', 'Susana Valenzuela'], ['Cristián Campos', 'Hurtado'], ['Marco Antonio Treviño', 'José Henriquez'], ['Alejandro Goic', 'Lobos'], ['Diego Noguera', 'Man in Suit'], ['Francisca Concha', 'Local Newscaster'], ['Trinidad González', 'Mrs. Sougarret'], ['Fernanda Ramírez', 'Ivy Sougarret'], ['Orlando Alfaro', 'Mine Worker'], ['Felipe Álvarez', 'TV Reporter'], ['Monserrat Álvarez', 'News Reporter'], ['Leonardo Farkas', 'Leonardo Farkas']]",72%  6.8 (38k),"Drama , History , Made in Europe",2h 0min,Patricia Riggen,"Based on the true story of the collapse of a mine in San Jose, Chile—that left 33 miners isolated underground for 69 days."
Bram Stoker's Dracula,/sg/movie/dracula-1992,MOVIE,7.4,tt0103874,Netflix,http://www.netflix.com/title/328942,/poster/176788497/{profile}/dracula-1992.{format},"['QMvD2Jlyy9U', 'CjgwUB1CXek', 'jbI1mX9twOs', 'o-_IA-MY0mI']","[['Gary Oldman', 'Dracula'], ['Winona Ryder', 'Mina Murray / Elisabeta'], ['Anthony Hopkins', 'Professor Abraham Van Helsing'], ['Keanu Reeves', 'Jonathan Harker'], ['Richard E. Grant', 'Dr. Jack Seward'], ['Cary Elwes', 'Lord Arthur Holmwood'], ['Billy Campbell', 'Quincey P. Morris (as Bill Campbell)'], ['Sadie Frost', 'Lucy Westenra'], ['Tom Waits', 'R.M. Renfield'], ['Monica Bellucci', ""Dracula's Bride""], ['Michaela Bercu', ""Dracula's Bride""], ['Florina Kendrick', ""Dracula's Bride""], ['Jay Robinson', 'Mr. Hawkins'], ['I.M. Hobson', 'Hobbs'], ['Laurie Franks', ""Lucy's Maid""], ['Maud Winchester', 'Downstairs Maid'], ['Octavian Cadia', 'Deacon'], ['Robert Getz', 'Priest'], ['Dagmar Stansova', 'Sister Agatha (as Dagmar Stanec)'], ['Eniko Öss', 'Sister Sylva (as Eniko Oss)'], ['Nancy Linehan Charles', 'Older Woman'], ['Tatiana von Fürstenberg', 'Younger Woman (as Tatiana von Furstenberg)'], ['Jules Sylvester', 'Zookeeper'], ['Hubert Wells', 'Zookeeper'], ['Daniel Newman', 'News Hawker'], ['Honey Lauren', 'Peep Show Girl'], ['Judi Diamond', 'Peep Show Girl'], ['Robert Buckingham', 'Husband'], ['Cully Fredricksen', ""Van Helsing's Assistant""], ['Ele Bardha', 'Grave Digger (uncredited)'], ['Alain Blazevic', ""Van Helsing's Student (uncredited)""], ['Mary Cornell', 'Maid (uncredited)'], ['Tina Cote', 'Extra (uncredited)'], ['Christina Fulton', 'Vampire Girl (uncredited)'], ['Jeffery Thomas Johnson', ""Van Helsing's Student (uncredited)""], ['John F. Kearney', 'Waiter (uncredited)'], ['Paul Klar', 'Soldier (uncredited)'], ['Michael Laren', 'Priest (uncredited)'], ['Moreen Littrell', 'Impaled Dancer (uncredited)'], ['Joe Murkijanian', 'Monk (uncredited)'], ['Adamo Palladino', 'Dock Loader (uncredited)'], ['John Michael Quinn', 'Apothacary (uncredited)'], ['Heidi Schooler', 'Young Courtesan (uncredited)'], ['Damon Stout', 'Londoner (uncredited)']]",82%  7.4 (214k),"Horror , Romance , Drama , Fantasy",2h 8min,Francis Ford Coppola,"When Dracula leaves the captive Jonathan Harker and Transylvania for London in search of Mina Harker, the reincarnation of Dracula's long-dead wife Elisabeta, obsessed vampire hunter Dr. Van Helsing sets out to end the madness."
